日期,单品名称,批发价格(元/千克)_否,销售单价(元/千克)_否,销量(千克)_否,损耗率(%)_否
2021-11-17,洪湖莲藕(粉藕),7.0,9.9,1.0,11.81
2021-11-17,海鲜菇(包),2.81,4.9,4.0,0.0
2021-11-17,牛首油菜,1.8000000000000003,4.0,5.229,12.17
2021-11-17,紫茄子(2),5.96,10.0,4.939,6.07
2021-11-17,红杭椒,11.86,19.8,0.136,9.99
2021-11-17,红椒(1),5.93,12.0,1.4220000000000002,11.76
2021-11-17,芜湖青椒(1),7.839999999999999,11.0,10.139,5.7
2021-11-17,茼蒿,3.8600000000000003,8.0,5.102,6.27
2021-11-17,菜心,4.36,7.0,3.922,13.7
2021-11-17,菠菜,10.22,16.0,2.362,18.51
2021-11-17,蔡甸藜蒿,11.22,18.0,0.752,0.47
2021-11-17,螺丝椒,9.38,16.0,3.472,10.18
2021-11-17,西兰花,9.02,14.0,15.791,9.26
2021-11-17,西峡香菇(1),9.52,15.8,1.723,13.819999999999999
2021-11-17,辣妹子,10.71,16.0,0.77,0.0
2021-11-17,金针菇(袋)(2),2.41,2.9,18.0,6.64
2021-11-17,长线茄,8.89,14.0,1.899,6.9
2021-11-17,随州泡泡青,3.02,5.0,0.665,12.2
2021-11-17,青尖椒,8.01,14.0,0.201,6.72
2021-11-17,青线椒,9.39,15.983333333333334,1.1149999999999998,7.8
2021-11-17,青茄子(1),8.99,14.0,0.365,5.01
2021-11-17,黄白菜(2),6.73,7.0,2.4,15.61
2021-11-18,上海青,5.98,11.0,1.851,14.43
2021-11-18,东门口小白菜,3.16,6.0,2.265,27.84
2021-11-18,云南油麦菜,6.36,10.0,2.118,12.809999999999999
2021-11-18,云南生菜,6.48,12.0,0.543,15.25
2021-11-18,净藕(1),4.8,7.0,21.426,5.54
2021-11-18,外地茼蒿,6.74,14.0,0.265,26.16
2021-11-18,奶白菜,2.8,4.6,2.018,15.680000000000001
2021-11-18,小白菜,10.32,18.0,0.34,7.59
2021-11-18,小米椒,13.94,21.600000000000005,0.574,5.86
2021-11-18,小青菜(1),5.0,8.0,4.4350000000000005,10.33
2021-11-18,平菇,7.410000000000001,12.0,2.259,11.6
2021-11-18,枝江红菜苔,6.910000000000001,10.0,3.314,11.38
2021-11-18,海鲜菇(包),2.81,4.9,3.0,0.0
2021-11-18,牛首油菜,1.7999999999999998,3.4,8.539,12.17
2021-11-18,紫茄子(2),5.96,10.0,1.877,6.07
2021-11-18,红椒(1),6.19,12.0,2.107,11.76
2021-11-18,芜湖青椒(1),8.0,11.0,4.718,5.7
2021-11-18,茼蒿,3.96,8.0,3.152,6.27
2021-11-18,菜心,4.36,7.0,2.285,13.699999999999998
2021-11-18,菠菜,9.44,16.0,2.356,18.51
2021-11-18,蔡甸藜蒿,11.22,18.0,2.4610000000000003,0.4699999999999999
2021-11-18,螺丝椒,9.25,16.0,2.1870000000000003,10.179999999999998
2021-11-18,西兰花,9.12,14.0,6.018,9.26
2021-11-18,西峡香菇(1),10.0,15.5,0.663,13.82
2021-11-18,辣妹子,9.56,16.0,0.79,0.0
2021-11-18,金针菇(袋)(2),2.39,2.9,14.0,6.64
2021-11-18,长线茄,8.89,14.0,0.9890000000000001,6.900000000000001
2021-11-18,随州泡泡青,3.02,5.0,0.403,12.2
2021-11-18,青尖椒,7.94,14.0,1.053,6.72
2021-11-18,青线椒,9.15,16.0,0.921,7.8
2021-11-18,青茄子(1),8.42,14.0,0.38,5.01
2021-11-18,黄白菜(2),3.4,7.0,1.854,15.61
2021-11-19,上海青,5.9799999999999995,11.0,3.2489999999999997,14.429999999999998
2021-11-19,东门口小白菜,3.1300000000000003,6.0,0.94,27.84
2021-11-19,云南油麦菜,6.36,10.0,1.075,12.81
2021-11-19,云南生菜,6.48,12.0,0.518,15.25
2021-11-19,净藕(1),4.8,7.0,28.706,5.54
2021-11-19,外地茼蒿,7.26,14.0,0.265,26.16
2021-11-19,奶白菜,2.8,4.6,3.398,15.68
2021-11-19,小白菜,10.33,18.0,0.362,7.59
2021-11-19,小米椒,13.98,21.6,0.786,5.86
2021-11-19,小青菜(1),5.0,8.0,3.38,10.33
2021-11-19,平菇,7.16,8.0,3.856,11.6
2021-11-19,枝江红菜苔,6.45,10.0,2.0789999999999997,11.38
2021-11-19,海鲜菇(包),2.81,4.9,2.0,0.0
2021-11-19,牛首油菜,1.8000000000000003,3.3999999999999995,6.9959999999999996,12.17
2021-11-19,紫茄子(2),5.96,10.0,4.276,6.07
2021-11-19,紫贝菜,10.4,21.6,0.328,19.58
2021-11-19,红椒(1),6.8,12.0,0.628,11.76
2021-11-19,芜湖青椒(1),7.97,11.0,7.966,5.7
2021-11-19,茼蒿,4.02,9.0,4.788,6.2700000000000005
2021-11-19,菜心,4.36,7.0,1.2650000000000001,13.7
2021-11-19,菠菜,9.37,14.0,2.866,18.51
2021-11-19,螺丝椒,9.57,16.0,2.462,10.18
2021-11-19,西兰花,9.21,14.0,8.768,9.26
2021-11-19,西峡香菇(1),10.0,16.0,0.351,13.82
2021-11-19,辣妹子,9.56,16.0,1.2469999999999999,0.0
2021-11-19,金针菇(袋)(2),2.22,2.9,10.0,6.639999999999999
2021-11-19,长线茄,8.88,14.0,2.013,6.9
2021-11-19,随州泡泡青,3.02,5.0,1.371,12.199999999999998
2021-11-19,青线椒,9.16,16.0,0.433,7.8
2021-11-19,青茄子(1),7.97,14.0,0.487,5.01
2021-11-20,上海青,5.98,11.0,4.2989999999999995,14.43
2021-11-20,东门口小白菜,3.14,6.0,5.203,27.84
2021-11-20,云南油麦菜,6.39,10.0,5.33,12.81
2021-11-20,云南生菜,6.48,12.0,1.7650000000000001,15.25
2021-11-20,净藕(1),4.8,7.0,49.598,5.54
2021-11-20,外地茼蒿,7.69,14.0,0.896,26.16
2021-11-20,大白菜,1.6000000000000003,2.0,5.256,22.27
2021-11-20,奶白菜,2.8,4.6,5.768,15.679999999999998
2021-11-20,小白菜,10.32,18.0,1.002,7.59
2021-11-20,小米椒,13.99,21.6,1.095,5.86
2021-11-20,小青菜(1),5.0,8.0,3.782,10.33
2021-11-20,平菇,5.81,8.0,6.785,11.6
2021-11-20,枝江红菜苔,6.31,10.0,12.196,11.38
2021-11-20,海鲜菇(包),2.7900000000000005,3.9,12.0,0.0
2021-11-20,牛首油菜,1.8,3.4,18.338,12.17
2021-11-20,紫茄子(2),6.06,10.0,4.809,6.07
2021-11-20,紫贝菜,10.4,21.6,0.176,19.58
2021-11-20,红杭椒,11.75,19.8,0.263,9.99
2021-11-20,红椒(1),6.8,12.0,2.961,11.76
2021-11-20,芜湖青椒(1),7.65,10.0,22.621,5.7
2021-11-20,茼蒿,4.76,8.0,7.388,6.27
2021-11-20,荸荠,4.42,6.0,4.5489999999999995,11.02
2021-11-20,菜心,4.36,7.0,2.371,13.7
2021-11-20,菠菜,9.28,14.0,1.347,18.51
2021-11-20,蔡甸藜蒿,11.85,18.0,1.28,0.47
2021-11-20,螺丝椒,9.64,16.0,2.613,10.18
2021-11-20,西兰花,9.24,16.0,14.406,9.26
2021-11-20,西峡香菇(1),10.0,15.714285714285714,1.78,13.820000000000002
2021-11-20,辣妹子,9.55,16.0,0.22000000000000003,0.0
2021-11-20,金针菇(袋)(2),2.11,2.9,28.0,6.64
2021-11-20,长线茄,8.85,14.0,3.44,6.9
2021-11-20,随州泡泡青,3.01,4.0,3.132,12.199999999999998
2021-11-20,青尖椒,7.81,14.0,1.791,6.72
2021-11-20,青线椒,9.37,16.0,2.163,7.8
2021-11-20,青茄子(1),8.16,14.0,0.802,5.01
2021-11-20,黄白菜(2),3.3,7.0,2.787,15.61
2021-11-21,上海青,5.9799999999999995,11.0,2.3,14.429999999999998
2021-11-21,东门口小白菜,3.15,6.0,3.862,27.84
2021-11-21,云南油麦菜,6.56,10.0,2.841,12.81
2021-11-21,云南生菜,6.48,12.0,6.189,15.25
2021-11-21,净藕(1),4.8,7.0,4.67,5.54
2021-11-21,外地茼蒿,7.69,14.0,1.361,26.160000000000004
2021-11-21,奶白菜,2.8,4.6,9.125,15.679999999999998
2021-11-21,小白菜,10.33,18.0,0.412,7.59
2021-11-21,小米椒,13.98,21.6,0.46299999999999997,5.86
2021-11-21,小青菜(1),5.0,8.0,3.416,10.33
2021-11-21,平菇,4.63,8.0,8.936,11.6
2021-11-21,枝江红菜苔,5.84,10.0,1.517,11.38
2021-11-21,海鲜菇(包),2.68,3.9,16.0,0.0
2021-11-21,牛首油菜,1.7999999999999998,3.0,19.767,12.17
2021-11-21,紫茄子(2),6.12,10.0,13.986,6.07
2021-11-21,红椒(1),7.32,12.0,2.8280000000000003,11.76
2021-11-21,芜湖青椒(1),7.86,10.0,17.085,5.7
2021-11-21,茼蒿,5.29,8.0,6.97,6.27
2021-11-21,荸荠,4.42,6.0,3.105,11.02
2021-11-21,菜心,4.36,7.0,2.988,13.7
2021-11-21,菠菜,9.28,14.0,5.531,18.51
2021-11-21,蔡甸藜蒿,12.23,19.8,4.004,0.47
2021-11-21,螺丝椒,9.03,14.0,7.245,10.18
2021-11-21,蟹味菇(2),1.0,2.8,1.0,16.04
2021-11-21,西兰花,9.24,16.0,19.739,9.26
2021-11-21,西峡香菇(1),10.02,16.0,28.431,13.82
2021-11-21,金针菇(袋)(2),2.01,2.9,38.0,6.64
2021-11-21,长线茄,8.8,14.0,2.851,6.9
2021-11-21,随州泡泡青,2.8999999999999995,4.0,4.748,12.2
2021-11-21,青尖椒,7.769999999999999,14.0,1.096,6.720000000000001
2021-11-21,青线椒,9.73,16.0,1.543,7.8
2021-11-21,青茄子(1),8.89,14.0,1.153,5.01
2021-11-21,黄白菜(2),3.31,7.0,1.307,15.61
2021-11-22,上海青,5.98,11.0,1.762,14.43
2021-11-22,东门口小白菜,2.88,6.0,5.822,27.84
2021-11-22,云南油麦菜,6.56,10.0,7.351,12.81
2021-11-22,云南生菜,6.48,12.0,7.66,15.25
2021-11-22,净藕(1),4.8,7.0,2.112,5.54
2021-11-22,外地茼蒿,7.69,14.0,0.595,26.16
2021-11-22,奶白菜,2.8,4.6,0.461,15.68
2021-11-22,小米椒,14.0,21.6,0.46399999999999997,5.86
2021-11-22,小青菜(1),4.93,8.0,2.613,10.33
2021-11-22,平菇,5.11,8.0,3.3289999999999997,11.6
2021-11-22,枝江红菜苔,5.86,8.0,2.589,11.38
2021-11-22,海鲜菇(包),2.22,3.9,2.0,0.0
2021-11-22,紫茄子(2),6.39,10.0,6.64,6.07
2021-11-22,红椒(1),7.43,12.0,2.267,11.76
2021-11-22,芜湖青椒(1),8.04,10.0,15.301,5.7
2021-11-22,茼蒿,5.1,8.0,4.597,6.27
2021-11-22,荸荠,4.42,6.0,3.02,11.02
2021-11-22,菜心,4.35,7.0,1.48,13.699999999999998
2021-11-22,菠菜,5.19,14.0,1.8989999999999998,18.51
2021-11-22,蔡甸藜蒿,12.23,19.8,0.652,0.47
2021-11-22,螺丝椒,8.5,14.0,0.7809999999999999,10.18
2021-11-22,西兰花,9.24,14.0,9.756,9.26
2021-11-22,西峡香菇(1),10.0,16.0,13.087,13.82
2021-11-22,金针菇(袋)(2),1.95,2.9,5.0,6.639999999999999
2021-11-22,长线茄,8.8,14.0,2.1550000000000002,6.9
2021-11-22,随州泡泡青,2.63,5.0,2.278,12.199999999999998
2021-11-22,青尖椒,7.65,14.0,1.855,6.72
2021-11-22,青线椒,9.98,14.0,1.3679999999999999,7.8
2021-11-22,青茄子(1),8.68,14.0,0.38,5.01
2021-11-22,黄白菜(2),3.31,8.0,2.4879999999999995,15.61
2021-11-23,东门口小白菜,2.79,6.0,5.992,27.84
2021-11-23,云南油麦菜,6.590000000000001,12.0,2.04,12.809999999999999
2021-11-23,云南生菜,6.48,12.0,6.789,15.25
2021-11-23,净藕(1),4.8,7.0,2.988,5.54
2021-11-23,圆茄子(2),7.18,14.0,0.888,6.71
2021-11-23,外地茼蒿,8.13,14.0,0.6379999999999999,26.16
2021-11-23,奶白菜,2.73,4.6,2.632,15.680000000000001
2021-11-23,小米椒,13.34,21.6,0.302,5.86
2021-11-23,小青菜(1),4.53,8.0,4.95,10.33
2021-11-23,枝江红菜苔,4.04,6.0,11.964,11.38
2021-11-23,海鲜菇(包),2.67,3.9,4.0,0.0
2021-11-23,牛首油菜,2.0,3.0,7.5329999999999995,12.17
2021-11-23,紫茄子(2),5.1,10.0,2.14,6.07
2021-11-23,红杭椒,9.57,19.8,0.48,9.99
2021-11-23,红椒(1),7.34,12.0,1.463,11.76
2021-11-23,芜湖青椒(1),7.970000000000001,10.0,13.112,5.7
2021-11-23,茼蒿,4.56,8.0,3.205,6.27
2021-11-23,荸荠,4.42,6.0,0.772,11.02
2021-11-23,菜心,4.38,7.0,1.121,13.7
2021-11-23,菠菜,8.26,14.0,1.876,18.51
2021-11-23,蔡甸藜蒿,12.22,19.8,0.576,0.47
2021-11-23,螺丝椒,8.1,14.0,1.16,10.18
2021-11-23,西兰花,10.48,14.0,9.495,9.26
2021-11-23,西峡香菇(1),10.0,16.0,8.705,13.82
2021-11-23,金针菇(袋)(2),2.01,2.9,12.0,6.64
2021-11-23,长线茄,9.37,14.0,2.1350000000000002,6.9
2021-11-23,随州泡泡青,2.99,5.0,1.169,12.2
2021-11-23,青尖椒,7.77,14.0,0.365,6.72
2021-11-23,青线椒,9.27,16.0,1.122,7.8
2021-11-23,黄心菜(1),5.68,8.0,2.763,10.64
2021-11-23,黄白菜(2),4.27,8.0,2.374,15.61
2021-11-24,上海青,5.79,11.0,1.515,14.43
2021-11-24,东门口小白菜,2.7900000000000005,6.0,0.7390000000000001,27.84
2021-11-24,云南油麦菜,6.589999999999999,12.0,2.61,12.81
2021-11-24,云南生菜,6.480000000000001,12.0,3.328,15.25
2021-11-24,净藕(1),4.8,7.0,4.382,5.54
2021-11-24,圆茄子(2),8.29,14.0,0.516,6.71
2021-11-24,奶白菜,2.8,4.6,3.355,15.680000000000001
2021-11-24,小白菜,10.36,18.0,0.445,7.59
2021-11-24,小米椒,13.35,21.6,1.131,5.86
2021-11-24,小青菜(1),4.04,7.0,2.989,10.33
2021-11-24,枝江红菜苔,3.82,6.0,8.373,11.38
2021-11-24,海鲜菇(包),2.58,3.9,4.0,0.0
2021-11-24,牛首油菜,2.0,3.0,8.075,12.17
2021-11-24,紫茄子(2),5.59,10.0,3.363,6.07
2021-11-24,红椒(1),7.33,12.0,3.144,11.76
2021-11-24,芜湖青椒(1),8.4,10.0,13.125,5.7
2021-11-24,茼蒿,4.23,8.0,4.11,6.27
2021-11-24,荸荠,4.42,5.0,2.48,11.02
2021-11-24,菠菜,8.32,10.0,1.215,18.51
2021-11-24,螺丝椒,8.06,14.0,2.872,10.18
2021-11-24,西兰花,10.54,14.0,12.559,9.26
2021-11-24,西峡香菇(1),10.0,16.0,3.259,13.82
2021-11-24,野藕(1),8.15,16.0,4.369,7.97
2021-11-24,金针菇(袋)(2),1.97,2.9,15.0,6.64
2021-11-24,长线茄,9.37,14.0,4.099,6.9
2021-11-24,随州泡泡青,2.6,5.0,0.686,12.2
2021-11-24,青尖椒,8.33,14.0,0.681,6.72
2021-11-24,青线椒,9.52,16.0,0.727,7.8
2021-11-24,青茄子(1),8.74,14.0,1.239,5.01
2021-11-24,黄白菜(2),4.29,8.0,2.551,15.61
2021-11-25,上海青,5.79,11.0,2.5820000000000003,14.430000000000001
2021-11-25,东门口小白菜,2.79,6.0,4.1290000000000004,27.839999999999996
2021-11-25,云南油麦菜,6.59,12.0,0.51,12.81
2021-11-25,云南生菜,6.48,12.0,5.394,15.25
2021-11-25,净藕(1),4.8,7.0,5.402,5.54
2021-11-25,奶白菜,2.81,4.6,1.03,15.68
2021-11-25,小白菜,10.36,18.0,1.264,7.59
2021-11-25,小米椒,13.35,21.6,1.283,5.86
2021-11-25,小青菜(1),4.05,7.0,2.788,10.33
2021-11-25,枝江红菜苔,3.83,6.0,11.727,11.38
2021-11-25,海鲜菇(包),2.62,3.9,3.0,0.0
2021-11-25,牛首油菜,2.0,3.4,7.202,12.17
2021-11-25,紫茄子(2),5.59,10.0,1.858,6.07
2021-11-25,红椒(1),7.33,12.0,1.631,11.76
2021-11-25,芜湖青椒(1),8.32,12.0,12.127,5.7
2021-11-25,茼蒿,4.23,8.0,2.702,6.27
2021-11-25,荸荠,4.05,5.0,3.005,11.020000000000001
2021-11-25,菜心,4.04,7.0,1.495,13.7
2021-11-25,菠菜,8.26,10.0,2.3,18.51
2021-11-25,螺丝椒,8.06,14.0,3.86,10.18
2021-11-25,西兰花,10.69,14.0,10.217,9.26
2021-11-25,西峡香菇(1),10.0,16.0,1.266,13.82
2021-11-25,野藕(1),8.14,16.0,0.382,7.97
2021-11-25,金针菇(袋)(2),1.9300000000000002,2.9,10.0,6.639999999999999
2021-11-25,长线茄,9.48,14.0,3.308,6.9
2021-11-25,随州泡泡青,2.6,5.0,1.311,12.2
2021-11-25,青尖椒,7.86,14.0,0.673,6.72
2021-11-25,青线椒,9.54,16.0,0.8390000000000001,7.8
2021-11-25,黄白菜(2),4.34,10.0,0.472,15.61
2021-11-26,上海青,5.79,11.0,1.98,14.43
2021-11-26,东门口小白菜,2.79,6.0,3.037,27.84
2021-11-26,云南油麦菜,6.589999999999999,12.0,2.708,12.81
2021-11-26,云南生菜,6.5,12.0,1.22,15.25
2021-11-26,净藕(1),4.8,7.0,3.32,5.54
2021-11-26,外地茼蒿,5.0,16.0,0.432,26.16
2021-11-26,奶白菜,2.57,4.0,3.637,15.68
2021-11-26,小白菜,10.35,18.0,0.368,7.59
2021-11-26,小米椒,13.35,21.6,1.273,5.86
2021-11-26,小青菜(1),3.73,7.0,2.931,10.33
2021-11-26,平菇,5.17,9.0,4.331,11.6
2021-11-26,枝江红菜苔,4.28,6.0,5.571,11.38
2021-11-26,海鲜菇(包),2.68,3.9,4.0,0.0
2021-11-26,牛首油菜,2.0,3.4,5.209,12.17
2021-11-26,紫茄子(2),5.59,10.0,3.685,6.07
2021-11-26,红杭椒,8.32,19.8,0.061,9.99
2021-11-26,红椒(1),7.400000000000001,12.0,1.446,11.76
2021-11-26,芜湖青椒(1),8.08,12.0,8.971,5.7
2021-11-26,茼蒿,3.63,6.0,4.329,6.2700000000000005
2021-11-26,荸荠,3.11,5.0,0.161,11.02
2021-11-26,菜心,4.04,7.0,1.812,13.7
2021-11-26,菠菜,8.26,10.0,3.474,18.51
2021-11-26,螺丝椒,8.07,14.0,1.496,10.18
2021-11-26,西兰花,8.28,12.0,17.511,9.26
2021-11-26,西峡香菇(1),0.0,0.0,0.0,0.0
2021-11-26,野藕(1),8.15,14.0,3.425,7.97
2021-11-26,金针菇(袋)(2),2.01,2.9,14.0,6.64
2021-11-26,长线茄,9.49,14.0,1.197,6.9
2021-11-26,青尖椒,8.05,14.0,0.537,6.72
2021-11-26,青线椒,9.57,16.0,1.071,7.8
2021-11-26,青茄子(1),8.67,12.0,1.178,5.01
2021-11-26,黄白菜(2),4.34,10.0,3.243,15.61
2021-11-27,上海青,5.79,11.0,1.752,14.43
2021-11-27,东门口小白菜,2.7000000000000006,6.0,1.946,27.84
2021-11-27,云南油麦菜,6.59,12.0,2.668,12.81
2021-11-27,云南生菜,6.49,12.0,0.552,15.25
2021-11-27,净藕(1),4.8,7.0,5.13,5.54
2021-11-27,圆茄子(2),8.29,14.0,0.666,6.71
2021-11-27,奶白菜,2.4,4.0,1.844,15.680000000000001
2021-11-27,小米椒,13.340000000000002,21.6,0.754,5.86
2021-11-27,小青菜(1),3.54,6.0,3.238,10.33
2021-11-27,平菇,5.29,9.0,8.113,11.6
2021-11-27,枝江红菜苔,4.78,6.0,9.079,11.38
2021-11-27,海鲜菇(包),2.63,3.9,7.0,0.0
2021-11-27,牛首油菜,2.0,3.4,12.588,12.17
2021-11-27,紫茄子(2),5.42,9.0,9.088000000000001,6.07
2021-11-27,红椒(1),7.700000000000001,14.0,4.9719999999999995,11.76
2021-11-27,芜湖青椒(1),7.660000000000001,11.2,26.175,5.7
2021-11-27,茼蒿,3.47,6.0,7.9719999999999995,6.27
2021-11-27,荸荠,3.09,6.0,0.839,11.020000000000001
2021-11-27,菜心,3.6800000000000006,5.0,4.355,13.7
2021-11-27,菠菜,6.8,10.0,7.863,18.51
2021-11-27,螺丝椒,8.27,14.0,2.342,10.179999999999998
2021-11-27,西兰花,8.52,12.0,23.115,9.26
2021-11-27,西峡香菇(1),10.0,16.0,0.533,13.82
2021-11-27,野藕(1),8.15,14.0,1.375,7.97
2021-11-27,金针菇(袋)(2),1.96,2.9,27.0,6.64
2021-11-27,长线茄,9.49,14.0,0.773,6.9
2021-11-27,随州泡泡青,2.6,5.0,2.601,12.2
2021-11-27,青尖椒,7.25,14.0,1.2469999999999999,6.72
2021-11-27,青线椒,9.75,16.0,1.857,7.8
2021-11-27,青茄子(1),8.4,12.0,1.095,5.01
2021-11-27,黄白菜(2),4.69,10.0,4.105,15.61
2021-11-28,上海青,5.78,11.0,1.934,14.430000000000001
2021-11-28,东门口小白菜,2.62,4.0,4.168,27.84
2021-11-28,云南油麦菜,6.59,12.0,2.249,12.81
2021-11-28,云南生菜,6.5,12.0,2.325,15.25
2021-11-28,净藕(1),4.8,7.0,6.0920000000000005,5.54
2021-11-28,圆茄子(2),8.26,14.0,0.867,6.71
2021-11-28,奶白菜,2.4,4.0,5.481,15.680000000000001
2021-11-28,小白菜,10.36,18.0,0.975,7.59
2021-11-28,小米椒,13.74,21.6,0.935,5.86
2021-11-28,小青菜(1),3.2099999999999995,6.0,4.06,10.33
2021-11-28,平菇,4.95,8.0,10.003,11.6
2021-11-28,枝江红菜苔,4.18,6.0,4.883,11.38
2021-11-28,海鲜菇(包),2.6,3.9,7.0,0.0
2021-11-28,牛首油菜,2.0,3.4,9.706,12.17
2021-11-28,紫茄子(2),5.1899999999999995,9.0,6.943,6.069999999999999
2021-11-28,红椒(1),7.970000000000001,14.0,1.979,11.76
2021-11-28,芜湖青椒(1),7.45,11.2,18.257,5.7
2021-11-28,茼蒿,3.49,6.0,18.58,6.27
2021-11-28,荸荠,3.09,6.0,1.947,11.02
2021-11-28,菜心,3.6300000000000003,5.0,2.904,13.699999999999998
2021-11-28,菠菜,5.93,9.0,7.624,18.51
2021-11-28,螺丝椒,9.31,14.0,2.988,10.18
2021-11-28,西兰花,8.6,12.0,21.817,9.26
2021-11-28,西峡香菇(1),10.02,16.0,9.712,13.82
2021-11-28,野藕(1),8.15,14.0,0.33,7.97
2021-11-28,金针菇(袋)(2),1.9199999999999997,2.9,22.0,6.64
2021-11-28,长线茄,9.49,14.0,1.884,6.900000000000001
2021-11-28,随州泡泡青,2.9,5.0,2.963,12.2
2021-11-28,青尖椒,2.01,14.0,0.244,6.72
2021-11-28,青线椒,9.8,16.0,0.746,7.8
2021-11-28,黄白菜(2),6.56,10.0,1.014,15.61
2021-11-29,上海青,5.78,11.0,1.022,14.43
2021-11-29,东门口小白菜,2.4699999999999998,3.0,4.663,27.84
2021-11-29,云南油麦菜,6.590000000000001,12.0,4.499,12.809999999999999
2021-11-29,云南生菜,6.5,12.0,1.213,15.25
2021-11-29,净藕(1),4.8,7.0,2.472,5.54
2021-11-29,圆茄子(2),7.21,14.0,0.408,6.71
2021-11-29,奶白菜,2.4,4.0,5.608,15.68
2021-11-29,小白菜,10.36,18.0,0.412,7.59
2021-11-29,小米椒,13.89,21.6,1.079,5.86
2021-11-29,小青菜(1),3.05,4.0,4.698,10.33
2021-11-29,平菇,4.2,8.0,6.934,11.6
2021-11-29,枝江红菜苔,3.43,6.0,9.181,11.38
2021-11-29,牛首油菜,2.0,3.4,13.066,12.17
2021-11-29,紫茄子(2),5.19,10.0,2.67,6.07
2021-11-29,红椒(1),7.93,14.0,0.365,11.76
2021-11-29,芜湖青椒(1),7.45,11.2,14.365,5.7
2021-11-29,茼蒿,3.3,6.0,1.897,6.27
2021-11-29,荸荠,3.09,6.0,3.424,11.020000000000001
2021-11-29,菜心,3.3,5.0,2.319,13.7
2021-11-29,菠菜,5.34,8.0,2.097,18.51
2021-11-29,螺丝椒,9.04,14.0,1.519,10.18
2021-11-29,西兰花,9.13,12.0,9.182,9.26
2021-11-29,金针菇(袋)(2),2.0,2.9,14.0,6.64
2021-11-29,长线茄,9.52,14.0,1.899,6.9
2021-11-29,青尖椒,3.1,14.0,1.4689999999999999,6.720000000000001
2021-11-29,青线椒,9.74,16.0,1.0150000000000001,7.8
2021-11-29,青茄子(1),7.34,12.0,0.819,5.01
2021-11-29,黄白菜(2),6.55,10.0,0.592,15.61
2021-11-30,上海青,5.78,11.0,1.706,14.43
2021-11-30,东门口小白菜,2.4,3.0,1.2850000000000001,27.839999999999996
2021-11-30,云南油麦菜,6.6,12.0,3.681,12.809999999999999
2021-11-30,云南生菜,6.35,12.0,1.714,15.25
2021-11-30,净藕(1),4.8,7.0,2.142,5.54
2021-11-30,圆茄子(2),7.32,12.0,0.761,6.71
2021-11-30,奶白菜,2.4,4.0,1.818,15.680000000000001
2021-11-30,小米椒,13.98,21.6,0.617,5.86
2021-11-30,小青菜(1),3.03,5.0,3.388,10.33
2021-11-30,平菇,4.01,7.0,6.467,11.6
2021-11-30,枝江红菜苔,3.35,3.3,0.3,11.38
2021-11-30,海鲜菇(包),2.58,3.9,8.0,0.0
2021-11-30,牛首油菜,2.0,2.6,7.151,12.17
2021-11-30,紫茄子(2),5.18,10.0,4.447,6.07
2021-11-30,红椒(1),7.94,14.0,1.282,11.76
2021-11-30,芜湖青椒(1),7.859999999999999,9.2,26.219,5.7
2021-11-30,茼蒿,3.34,6.0,3.8770000000000002,6.27
2021-11-30,荸荠,3.11,6.0,2.451,11.020000000000001
2021-11-30,菜心,2.89,6.0,2.199,13.7
2021-11-30,菠菜,4.52,8.0,4.135,18.51
2021-11-30,螺丝椒,9.11,14.0,2.528,10.18
2021-11-30,西兰花,8.11,10.0,25.737,9.26
2021-11-30,金针菇(袋)(2),2.0,2.9,16.0,6.64
2021-11-30,长线茄,9.51,14.0,0.724,6.9
2021-11-30,随州泡泡青,3.05,5.0,3.3280000000000003,12.2
2021-11-30,青尖椒,5.54,14.0,0.516,6.72
2021-11-30,青线椒,9.3,16.0,1.31,7.8
2021-11-30,青茄子(1),7.22,12.0,1.171,5.01
2021-11-30,黄白菜(2),6.56,10.0,1.2850000000000001,15.61
2021-12-01,上海青,5.78,10.0,1.597,14.43
2021-12-01,东门口小白菜,2.42,3.0,1.115,27.84
2021-12-01,云南油麦菜,7.38,11.0,3.533,12.81
2021-12-01,云南生菜,6.63,10.0,8.605,15.25
2021-12-01,净藕(1),4.8,7.0,26.523,5.54
2021-12-01,奶白菜,2.4,3.4,3.363,15.68
2021-12-01,小皱皮,11.07,18.0,0.49,8.71
2021-12-01,小米椒,13.99,21.600000000000005,0.328,5.86
2021-12-01,小青菜(1),2.61,4.6,5.178,10.33
2021-12-01,平菇,4.01,7.0,3.663,11.6
2021-12-01,枝江红菜苔,3.14,4.0,14.143,11.38
2021-12-01,海鲜菇(包),2.61,3.9,3.0,0.0
2021-12-01,牛首油菜,2.0,2.6,8.087,12.17
2021-12-01,牛首生菜,3.4400000000000004,5.0,9.718,4.39
2021-12-01,紫茄子(2),5.18,10.0,3.8970000000000002,6.07
2021-12-01,红椒(1),7.96,14.0,0.652,11.76
2021-12-01,芜湖青椒(1),7.8,9.2,20.285,5.7
2021-12-01,茼蒿,3.53,6.0,4.615,6.27
2021-12-01,荸荠,3.49,6.0,1.342,11.020000000000001
2021-12-01,菜心,2.89,6.0,1.342,13.7
2021-12-01,菠菜,4.07,8.0,7.879,18.51
2021-12-01,螺丝椒,9.31,14.0,0.824,10.18
2021-12-01,西兰花,7.22,10.0,18.538,9.26
2021-12-01,西峡香菇(1),10.0,16.0,0.201,13.82
