,分类名称,批发价格(元/千克)_否,批发价格(元/千克)_是,销售单价(元/千克)_否,销售单价(元/千克)_是,销量(千克)_否,销量(千克)_是,销量_zscore,销售单价_zscore,日期
3109,花菜类,7.48,0.0,12.0,0.0,20.739,0.0,-0.6873577819811066,0.9496734210849502,2021-12-03
3115,花菜类,8.35,0.0,14.0,0.0,22.865,0.0,-0.5944352597055736,1.7454167037089618,2021-12-04
3121,花菜类,8.47,0.0,14.0,0.0,25.795,0.0,-0.46637176475387465,1.7454167037089618,2021-12-05
3127,花菜类,8.64,0.0,12.0,0.0,14.424,0.0,-0.9633717651278572,0.9496734210849502,2021-12-06
3133,花菜类,8.77,0.0,12.0,0.0,16.639,0.0,-0.8665592595585694,0.9496734210849502,2021-12-07
3139,花菜类,8.96,0.0,14.0,0.0,15.059,0.0,-0.9356173899420794,1.7454167037089618,2021-12-08
3145,花菜类,9.12,0.0,14.0,0.0,12.175,0.0,-1.0616703317307141,1.7454167037089618,2021-12-09
3151,花菜类,9.36,0.0,14.0,0.0,14.231,0.0,-0.9718073468772351,1.7454167037089618,2021-12-10
3157,花菜类,9.42,0.0,14.0,0.0,30.45,0.0,-0.26291252618726774,1.7454167037089618,2021-12-11
3163,花菜类,9.35,0.0,14.0,0.0,15.656,0.0,-0.9095239064997025,1.7454167037089618,2021-12-12
3169,花菜类,8.1512,0.0,10.88,0.0,27.925,0.0,-0.37327441176850995,0.504057182815504,2021-12-13
3175,花菜类,8.21,0.0,14.0,0.0,13.141,0.0,-1.0194487153063656,1.7454167037089618,2021-12-14
3181,花菜类,8.06,0.0,12.0,0.0,18.179,0.0,-0.7992494362733761,0.9496734210849502,2021-12-15
3187,花菜类,7.47,0.0,8.0,0.0,25.768,0.0,-0.46755187204523846,-0.6418131441630731,2021-12-16
3193,花菜类,6.84,0.0,8.0,0.0,34.299,0.0,-0.09468167565174243,-0.6418131441630731,2021-12-17
3199,花菜类,6.76,0.0,8.0,0.0,42.242,0.0,0.25248840639649794,-0.6418131441630731,2021-12-18
3205,花菜类,6.34,0.0,8.0,0.0,51.133,0.0,0.6410933666748446,-0.6418131441630731,2021-12-19
3211,花菜类,4.96,0.0,8.0,0.0,24.901,0.0,-0.5054464284012532,-0.6418131441630731,2021-12-20
3217,花菜类,4.97,0.0,8.0,0.0,18.202,0.0,-0.7982441596918439,-0.6418131441630731,2021-12-21
3223,花菜类,4.98,0.0,8.0,0.0,14.458,0.0,-0.961885704094288,-0.6418131441630731,2021-12-22
3229,花菜类,5.038510638297873,0.0,7.957446808510638,0.0,24.073,0.0,-0.541636385336409,-0.6587438523040097,2021-12-23
3235,花菜类,5.54,0.0,9.0,0.0,30.135,0.0,-0.2766804445865117,-0.24394150285106725,2021-12-24
3241,花菜类,5.69,0.0,9.0,0.0,33.162,0.0,-0.1443773049213949,-0.24394150285106725,2021-12-25
3247,花菜类,5.96,0.0,9.0,0.0,28.498,0.0,-0.34822991258512304,-0.24394150285106725,2021-12-26
3253,花菜类,5.97,0.0,9.0,0.0,15.213,0.0,-0.92888640761356,-0.24394150285106725,2021-12-27
3259,花菜类,5.94,0.0,9.0,0.0,24.145,0.0,-0.5384894325594389,-0.24394150285106725,2021-12-28
3265,花菜类,5.68,0.0,8.0,0.0,24.749,0.0,-0.5120899953748567,-0.6418131441630731,2021-12-29
3271,花菜类,5.11,0.0,8.0,0.0,17.651,0.0,-0.8223270899711567,-0.6418131441630731,2021-12-30
3277,花菜类,4.1255263157894735,0.0,6.140350877192983,0.0,69.793,0.0,1.4566786280395894,-1.381714792918733,2021-12-31
3283,花菜类,5.19,0.0,8.0,0.0,38.272,0.0,0.07896892688856463,-0.6418131441630731,2022-01-01
3289,花菜类,5.4,0.0,8.0,0.0,26.605,0.0,-0.4309685460129613,-0.6418131441630731,2022-01-02
3295,花菜类,5.57,0.0,6.0,0.0,38.027,0.0,0.0682605459113749,-1.4375564267870848,2022-01-03
3301,花菜类,5.38,0.0,6.0,0.0,45.257,0.0,0.38426705393211985,-1.4375564267870848,2022-01-04
3307,花菜类,5.46,0.0,6.0,0.0,39.688,0.0,0.1408589981689763,-1.4375564267870848,2022-01-05
3313,花菜类,5.41,0.0,6.0,0.0,35.897,0.0,-0.02483680707398996,-1.4375564267870848,2022-01-06
3319,花菜类,5.1,0.0,8.0,0.0,31.834,0.0,-0.2024211005855096,-0.6418131441630731,2022-01-07
3325,花菜类,4.84,0.0,8.0,0.0,43.284,0.0,0.29803180630764825,-0.6418131441630731,2022-01-08
3337,花菜类,3.82,0.0,6.0,0.0,35.175,0.0,-0.05639375019860661,-1.4375564267870848,2022-01-10
3343,花菜类,4.06,0.0,6.0,0.0,54.466,0.0,0.7867710556420843,-1.4375564267870848,2022-01-11
3349,花菜类,3.76,0.0,6.0,0.0,35.007,0.0,-0.06373664001153675,-1.4375564267870848,2022-01-12
3355,花菜类,4.0,0.0,6.0,0.0,21.816,0.0,-0.6402846133589294,-1.4375564267870848,2022-01-13
3361,花菜类,4.0,0.0,7.0,0.0,23.405,0.0,-0.570833113878298,-1.039684785475079,2022-01-14
3367,花菜类,4.0,0.0,7.0,0.0,37.538,0.0,0.046887491634452945,-1.039684785475079,2022-01-15
3373,花菜类,4.06,0.0,6.0,0.0,58.007,0.0,0.9415399415205709,-1.4375564267870848,2022-01-16
3379,花菜类,4.15,0.0,7.0,0.0,11.755,0.0,-1.0800275562630395,-1.039684785475079,2022-01-17
3385,花菜类,4.1,0.0,7.0,0.0,9.211,0.0,-1.1912198877159823,-1.039684785475079,2022-01-18
3391,花菜类,4.1,0.0,7.0,0.0,16.223,0.0,-0.8847416533810631,-1.039684785475079,2022-01-19
3397,花菜类,4.16,0.0,7.0,0.0,32.318,0.0,-0.1812665846958775,-1.039684785475079,2022-01-20
3403,花菜类,4.44,0.0,7.0,0.0,32.031,0.0,-0.19381068812629984,-1.039684785475079,2022-01-21
3409,花菜类,4.68,0.0,8.0,0.0,64.541,0.0,1.2271259060306052,-0.6418131441630731,2022-01-22
3415,花菜类,5.1,0.0,7.95036496350365,0.0,74.249,0.0,1.6514400387920702,-0.6615615176004573,2022-01-23
3421,花菜类,5.73,0.0,9.0,0.0,22.147,0.0,-0.6258173721203586,-0.24394150285106725,2022-01-24
3427,花菜类,6.0,0.0,10.0,0.0,48.877,0.0,0.5424888463297822,0.1539301384609386,2022-01-25
3433,花菜类,6.22,0.0,10.0,0.0,32.217,0.0,-0.18568106011912716,0.1539301384609386,2022-01-26
3439,花菜类,6.4,0.0,10.0,0.0,58.027,0.0,0.9424140950697293,0.1539301384609386,2022-01-27
3445,花菜类,6.32,0.0,10.0,0.0,85.253,0.0,2.132399321538997,0.1539301384609386,2022-01-28
3451,花菜类,6.13,0.0,10.0,0.0,90.907,0.0,2.3795225298860636,0.1539301384609386,2022-01-29
3457,花菜类,6.0486144578313255,0.0,9.772289156626506,0.0,102.128,0.0,2.8699663786413585,0.06333045146338552,2022-01-30
3463,花菜类,6.4,0.0,10.0,0.0,13.968,0.0,-0.9833024660486676,0.1539301384609386,2022-02-01
3469,花菜类,6.4,0.0,10.0,0.0,38.729,0.0,0.09894333548683305,0.1539301384609386,2022-02-02
3475,花菜类,6.4,0.0,10.0,0.0,26.229,0.0,-0.44740263273713843,0.1539301384609386,2022-02-03
3481,花菜类,6.3,0.0,10.0,0.0,48.036,0.0,0.5057306895876734,0.1539301384609386,2022-02-04
3487,花菜类,5.24,0.0,9.0,0.0,45.665,0.0,0.40209978633495036,-0.24394150285106725,2022-02-05
3493,花菜类,5.2,0.0,9.0,0.0,52.784,0.0,0.7132547421578666,-0.24394150285106725,2022-02-06
3499,花菜类,5.47,0.0,9.0,0.0,43.144,0.0,0.29191273146353974,-0.24394150285106725,2022-02-07
3505,花菜类,5.594819277108434,0.0,8.151807228915663,0.0,44.616,0.0,0.3562504326815947,-0.5814133528313709,2022-02-08
3511,花菜类,5.95,0.0,9.0,0.0,25.255,0.0,-0.4899739105811503,-0.24394150285106725,2022-02-09
3517,花菜类,5.2,0.0,8.0,0.0,23.057,0.0,-0.5860433856336534,-0.6418131441630731,2022-02-10
3523,花菜类,5.2,0.0,8.0,0.0,24.982,0.0,-0.5019061065271618,-0.6418131441630731,2022-02-11
3529,花菜类,5.32,0.0,8.0,0.0,35.481,0.0,-0.04301920089648359,-0.6418131441630731,2022-02-12
3535,花菜类,5.43,0.0,8.0,0.0,37.882,0.0,0.06192293267997669,-0.6418131441630731,2022-02-13
3541,花菜类,5.24,0.0,8.0,0.0,35.754,0.0,-0.031087004950472223,-0.6418131441630731,2022-02-14
3547,花菜类,5.09,0.0,8.0,0.0,30.547,0.0,-0.25867288147384965,-0.6418131441630731,2022-02-15
3553,花菜类,5.16,0.0,8.0,0.0,21.875,0.0,-0.6377058603889122,-0.6418131441630731,2022-02-16
3559,花菜类,5.3,0.0,8.0,0.0,20.645,0.0,-0.691466303662151,-0.6418131441630731,2022-02-17
3565,花菜类,5.299999999999999,0.0,8.0,0.0,24.401,0.0,-0.527300267130212,-0.6418131441630731,2022-02-18
3571,花菜类,5.3,0.0,8.0,0.0,49.665,0.0,0.5769304961666213,-0.6418131441630731,2022-02-19
3577,花菜类,5.053432835820895,0.0,7.731343283582089,0.0,36.386,0.0,-0.0034637527970680037,-0.7487040328737614,2022-02-20
3583,花菜类,5.400000000000001,0.0,8.0,0.0,28.045,0.0,-0.36802949047355976,-0.6418131441630731,2022-02-21
3589,花菜类,5.49,0.0,8.0,0.0,21.47,0.0,-0.6554074697593689,-0.6418131441630731,2022-02-22
3595,花菜类,5.6,0.0,8.0,0.0,28.796,0.0,-0.33520502470266367,-0.6418131441630731,2022-02-23
3601,花菜类,5.74,0.0,8.0,0.0,34.624,0.0,-0.08047668047791905,-0.6418131441630731,2022-02-24
3607,花菜类,6.0,0.0,8.0,0.0,25.668,0.0,-0.4719226397910303,-0.6418131441630731,2022-02-25
3613,花菜类,6.07,0.0,10.0,0.0,29.244,0.0,-0.31562398520151647,0.1539301384609386,2022-02-26
3619,花菜类,6.6,0.0,10.0,0.0,34.072,0.0,-0.1046033184346896,0.1539301384609386,2022-02-27
3625,花菜类,6.6,0.0,10.0,0.0,22.582,0.0,-0.6068045324261643,0.1539301384609386,2022-02-28
3631,花菜类,6.6,0.0,10.0,0.0,22.944,0.0,-0.5909823531863981,0.1539301384609386,2022-03-01
3637,花菜类,6.6,0.0,10.0,0.0,18.905,0.0,-0.7675176624389277,0.1539301384609386,2022-03-02
3643,花菜类,6.6,0.0,10.0,0.0,21.88,0.0,-0.6374873220016226,0.1539301384609386,2022-03-03
3649,花菜类,6.599999999999999,0.0,10.0,0.0,20.119,0.0,-0.7144565420050157,0.1539301384609386,2022-03-04
3655,花菜类,6.6,0.0,10.0,0.0,29.269,0.0,-0.3145312932650686,0.1539301384609386,2022-03-05
3661,花菜类,6.558125,0.0,9.921875,0.0,31.384,0.0,-0.22208955544157255,0.12284641648343812,2022-03-06
3667,花菜类,6.6,0.0,10.0,0.0,0.632,0.0,-1.5661880526274583,0.1539301384609386,2022-03-07
3673,花菜类,4.8,4.8,10.0,8.0,2.088,12.863,-1.50254967424873,0.1539301384609386,2022-03-08
3679,花菜类,4.8,4.8,10.0,8.0,1.024,14.06,-1.5490546430639545,0.1539301384609386,2022-03-09
3685,花菜类,4.97,4.97,10.0,8.0,2.189,14.782,-1.4981351988254803,0.1539301384609386,2022-03-10
3691,花菜类,5.8325000000000005,4.98,10.75,8.0,3.248,15.973,-1.4518487683975456,0.45233386944494297,2022-03-11
3697,花菜类,7.224285714285714,6.46,10.857142857142858,8.0,3.111,24.418,-1.4578367202092803,0.4949629738712295,2022-03-12
3703,花菜类,7.0,7.0,10.0,8.0,3.223,27.17,-1.4529414603339936,0.1539301384609386,2022-03-13
3709,花菜类,7.0,0.0,10.0,0.0,9.127,0.0,-1.194891332622447,0.1539301384609386,2022-03-14
3715,花菜类,6.7700000000000005,0.0,10.0,0.0,7.721,0.0,-1.2563443271282795,0.1539301384609386,2022-03-15
3721,花菜类,7.201999999999999,0.0,10.24,0.0,11.877,0.0,-1.0746952196131734,0.24941933237582006,2022-03-16
3727,花菜类,7.19,0.0,10.0,0.0,12.813,0.0,-1.0337848335125623,0.1539301384609386,2022-03-17
3733,花菜类,7.02,0.0,12.0,0.0,14.473,0.0,-0.9612300889324191,0.9496734210849502,2022-03-18
3739,花菜类,7.02,0.0,12.0,0.0,24.298,0.0,-0.5318021579083776,0.9496734210849502,2022-03-19
3745,花菜类,7.22,0.0,12.0,0.0,16.749,0.0,-0.8617514150381984,0.9496734210849502,2022-03-20
3751,花菜类,7.3,0.0,12.0,0.0,13.613,0.0,-0.9988186915462284,0.9496734210849502,2022-03-21
3757,花菜类,7.3,0.0,12.0,0.0,16.239,0.0,-0.8840423305417364,0.9496734210849502,2022-03-22
3763,花菜类,7.27,0.0,12.0,0.0,7.625,0.0,-1.2605402641642396,0.9496734210849502,2022-03-23
3769,花菜类,7.22,0.0,12.0,0.0,7.711,0.0,-1.2567814039028589,0.9496734210849502,2022-03-24
3775,花菜类,7.1848,0.0,11.664,0.0,14.528,0.0,-0.9588261666722337,0.8159885496041162,2022-03-25
3781,花菜类,7.4,0.0,10.0,0.0,16.707,0.0,-0.8635871374914309,0.1539301384609386,2022-03-26
3787,花菜类,7.4,0.0,10.0,0.0,11.68,0.0,-1.0833056320723833,0.1539301384609386,2022-03-27
3793,花菜类,6.73,0.0,10.0,0.0,2.089,0.0,-1.5025059665712723,0.1539301384609386,2022-03-28
3804,花菜类,6.75,6.75,10.0,8.0,3.1020000000000003,27.198,-1.4582300893064013,0.1539301384609386,2022-03-30
3810,花菜类,6.75,6.75,10.0,8.0,1.787,23.31,-1.5157056851635633,0.1539301384609386,2022-03-31
3816,花菜类,7.32,7.32,10.0,8.0,4.659,21.042,-1.3901772355044237,0.1539301384609386,2022-04-01
3822,花菜类,7.4,7.400000000000001,10.0,8.0,4.047,22.116,-1.4169263341086693,0.1539301384609386,2022-04-02
3828,花菜类,7.480000000000001,7.480000000000001,10.0,8.0,2.119,14.319,-1.5011947362475346,0.1539301384609386,2022-04-03
3834,花菜类,7.480000000000001,0.0,12.0,0.0,22.224,0.0,-0.6224518809560988,0.9496734210849502,2022-04-04
3840,花菜类,7.48,0.0,12.0,0.0,21.248,0.0,-0.6651105741550265,0.9496734210849502,2022-04-05
3846,花菜类,5.9159375,0.0,9.5625,0.0,17.497,0.0,-0.829058072299676,-0.02013870461306398,2022-04-06
3852,花菜类,7.48,0.0,12.0,0.0,10.494,0.0,-1.1351429375374738,0.9496734210849502,2022-04-07
3858,花菜类,7.48,0.0,12.0,0.0,10.629,0.0,-1.129242401080655,0.9496734210849502,2022-04-08
3864,花菜类,7.679999999999999,0.0,14.0,0.0,15.591,0.0,-0.912364905534467,1.7454167037089618,2022-04-09
3870,花菜类,7.950000000000001,0.0,14.0,0.0,7.757000000000001,0.0,-1.2547708507397946,1.7454167037089618,2022-04-10
3876,花菜类,7.96,0.0,12.0,0.0,6.383,0.0,-1.3148251995669735,0.9496734210849502,2022-04-11
3882,花菜类,7.96,0.0,14.0,0.0,6.375,0.0,-1.3151748609866367,1.7454167037089618,2022-04-12
3888,花菜类,7.8,0.0,14.0,0.0,9.797,0.0,-1.1656071887256423,1.7454167037089618,2022-04-13
3894,花菜类,7.72,0.0,14.0,0.0,6.047,0.0,-1.329510979192834,1.7454167037089618,2022-04-14
3900,花菜类,8.32,0.0,14.0,0.0,10.73,0.0,-1.1248279256574052,1.7454167037089618,2022-04-15
3906,花菜类,8.32,0.0,14.0,0.0,12.666,0.0,-1.0402098620988764,1.7454167037089618,2022-04-16
3912,花菜类,8.4,0.0,14.0,0.0,20.254,0.0,-0.7085560055481968,1.7454167037089618,2022-04-17
3918,花菜类,8.6,0.0,14.0,0.0,12.087,0.0,-1.0655166073470108,1.7454167037089618,2022-04-18
3924,花菜类,8.6,0.0,14.0,0.0,7.869,0.0,-1.2498755908645078,1.7454167037089618,2022-04-19
3930,花菜类,9.34,0.0,14.0,0.0,11.413,0.0,-1.0949755819536473,1.7454167037089618,2022-04-20
3936,花菜类,9.653529411764708,0.0,14.117647058823527,0.0,8.548,0.0,-1.2201980778705814,1.792225132098609,2022-04-21
3942,花菜类,9.5,0.0,14.0,0.0,18.726,0.0,-0.7753413367038952,1.7454167037089618,2022-04-22
3948,花菜类,8.137297297297296,0.0,12.054054054054054,0.0,19.648,0.0,-0.735042858087695,0.9711799962910047,2022-04-23
3954,花菜类,9.37,0.0,14.0,0.0,15.603,0.0,-0.911840413404972,1.7454167037089618,2022-04-24
3960,花菜类,8.27,0.0,12.0,0.0,16.833,0.0,-0.8580799701317334,0.9496734210849502,2022-04-25
3966,花菜类,8.063157894736841,0.0,11.578947368421051,0.0,9.969,0.0,-1.1580894682028804,0.7821485194798946,2022-04-26
3972,花菜类,7.44,0.0,12.0,0.0,9.138,0.0,-1.1944105481704101,0.9496734210849502,2022-04-27
3978,花菜类,7.18,0.0,12.0,0.0,11.202,0.0,-1.104197901897268,0.9496734210849502,2022-04-28
3984,花菜类,7.23547619047619,0.0,12.047619047619047,0.0,21.479,0.0,-0.6550141006622476,0.9686196897188553,2022-04-29
3990,花菜类,6.77,0.0,10.0,0.0,28.319,0.0,-0.3560535868500904,0.1539301384609386,2022-04-30
3996,花菜类,6.13,0.0,10.0,0.0,23.295,0.0,-0.5756409583986689,0.1539301384609386,2022-05-01
4002,花菜类,5.75,5.75,10.0,8.0,1.335,12.399,-1.535461555374542,0.1539301384609386,2022-05-02
4008,花菜类,5.78,0.0,8.0,0.0,27.601,0.0,-0.3874356992648753,-0.6418131441630731,2022-05-03
4014,花菜类,5.81,5.81,9.2,8.0,3.319,22.863,-1.4487455232980333,-0.16436717458866637,2022-05-04
4020,花菜类,5.81,5.81,9.2,8.0,1.19,17.6,-1.5417991686059402,-0.16436717458866637,2022-05-05
4026,花菜类,3.4,3.4,9.2,8.0,3.438,17.05,-1.4435443096805411,-0.16436717458866637,2022-05-06
4032,花菜类,3.2,0.0,6.0,0.0,23.375,0.0,-0.5721443442020355,-1.4375564267870848,2022-05-07
4038,花菜类,4.32,0.0,6.0,0.0,42.607,0.0,0.268441708668638,-1.4375564267870848,2022-05-08
4044,花菜类,5.85,0.0,8.0,0.0,29.087,0.0,-0.32248609056240957,-0.6418131441630731,2022-05-09
4050,花菜类,4.42,0.0,8.0,0.0,22.638,0.0,-0.6043569024885209,-0.6418131441630731,2022-05-10
4056,花菜类,5.2,0.0,8.0,0.0,19.261,0.0,-0.7519577292639091,-0.6418131441630731,2022-05-11
4062,花菜类,5.5,0.0,8.0,0.0,24.59,0.0,-0.5190395160906656,-0.6418131441630731,2022-05-12
4068,花菜类,5.44,0.0,8.0,0.0,21.993,0.0,-0.6325483544488779,-0.6418131441630731,2022-05-13
4074,花菜类,5.43,0.0,8.0,0.0,48.521,0.0,0.5269289131547634,-0.6418131441630731,2022-05-14
4080,花菜类,5.61,0.0,8.0,0.0,43.781,0.0,0.3197545220042334,-0.6418131441630731,2022-05-15
4086,花菜类,5.45,0.0,8.0,0.0,23.633,0.0,-0.5608677634178928,-0.6418131441630731,2022-05-16
4092,花菜类,6.1,0.0,8.0,0.0,15.163,0.0,-0.9310717914864559,-0.6418131441630731,2022-05-17
4098,花菜类,5.96,0.0,8.0,0.0,20.24,0.0,-0.7091679130326077,-0.6418131441630731,2022-05-18
4104,花菜类,5.61,0.0,8.0,0.0,17.603,0.0,-0.8244250584891366,-0.6418131441630731,2022-05-19
4110,花菜类,5.589999999999999,0.0,9.2,0.0,13.908,0.0,-0.9859249266961426,-0.16436717458866637,2022-05-20
4116,花菜类,5.569999999999999,0.0,9.2,0.0,26.494,0.0,-0.4358200982107902,-0.16436717458866637,2022-05-21
4122,花菜类,5.85,0.0,9.2,0.0,23.847,0.0,-0.5515143204418984,-0.16436717458866637,2022-05-22
4128,花菜类,6.57,0.0,9.2,0.0,15.361,0.0,-0.9224176713497881,-0.16436717458866637,2022-05-23
4134,花菜类,6.45,0.0,8.0,0.0,27.64,0.0,-0.3857310998440165,-0.6418131441630731,2022-05-24
4140,花菜类,6.15,0.0,8.0,0.0,19.562,0.0,-0.7388017183490758,-0.6418131441630731,2022-05-25
4146,花菜类,6.82,0.0,8.0,0.0,25.011,0.0,-0.5006385838808822,-0.6418131441630731,2022-05-26
4152,花菜类,6.82,0.0,8.0,0.0,18.568,0.0,-0.782247149742246,-0.6418131441630731,2022-05-27
4158,花菜类,6.18,0.0,8.0,0.0,35.114,0.0,-0.05905991852353959,-0.6418131441630731,2022-05-28
4164,花菜类,5.69,0.0,8.0,0.0,42.403,0.0,0.25952534246722275,-0.6418131441630731,2022-05-29
4170,花菜类,5.690000000000001,0.0,8.0,0.0,24.336,0.0,-0.5301412661649767,-0.6418131441630731,2022-05-30
4176,花菜类,5.69,0.0,8.0,0.0,15.854,0.0,-0.9008697863630348,-0.6418131441630731,2022-05-31
4182,花菜类,5.72,0.0,8.0,0.0,22.234,0.0,-0.6220148041815197,-0.6418131441630731,2022-06-01
4188,花菜类,5.799999999999999,0.0,8.0,0.0,20.605,0.0,-0.6932146107604676,-0.6418131441630731,2022-06-02
4194,花菜类,5.84,0.0,9.2,0.0,29.489,0.0,-0.3049156042243266,-0.16436717458866637,2022-06-03
4200,花菜类,6.2,0.0,9.2,0.0,13.898,0.0,-0.9863620034707218,-0.16436717458866637,2022-06-04
4206,花菜类,6.259999999999999,0.0,10.0,0.0,21.97,0.0,-0.6335536310304101,0.1539301384609386,2022-06-05
4212,花菜类,6.459999999999999,0.0,9.2,0.0,23.309,0.0,-0.5750290509142582,-0.16436717458866637,2022-06-06
4218,花菜类,6.54,0.0,9.2,0.0,20.909,0.0,-0.6799274768132607,-0.16436717458866637,2022-06-07
4224,花菜类,6.73,0.0,9.2,0.0,17.046,0.0,-0.8487702348331969,-0.16436717458866637,2022-06-08
4230,花菜类,6.51,0.0,9.2,0.0,21.532,0.0,-0.6526975937569779,-0.16436717458866637,2022-06-09
4236,花菜类,6.27,0.0,10.0,0.0,13.058,0.0,-1.0230764525353726,0.1539301384609386,2022-06-10
4242,花菜类,6.45,0.0,10.0,0.0,34.691,0.0,-0.07754826608823855,0.1539301384609386,2022-06-11
4248,花菜类,6.71,0.0,10.0,0.0,29.698,0.0,-0.2957806996356218,0.1539301384609386,2022-06-12
4254,花菜类,6.24,0.0,10.0,0.0,23.638,0.0,-0.5606492250306031,0.1539301384609386,2022-06-13
4260,花菜类,6.35,0.0,10.0,0.0,23.587,0.0,-0.562878316580957,0.1539301384609386,2022-06-14
4266,花菜类,6.35,0.0,10.0,0.0,18.931,0.0,-0.7663812628250218,0.1539301384609386,2022-06-15
4272,花菜类,6.43,0.0,10.0,0.0,18.079,0.0,-0.8036202040191678,0.1539301384609386,2022-06-16
4278,花菜类,6.44,0.0,10.0,0.0,27.301,0.0,-0.4005480025022507,0.1539301384609386,2022-06-17
4284,花菜类,6.08,0.0,10.0,0.0,29.834,0.0,-0.28983645550134507,0.1539301384609386,2022-06-18
4290,花菜类,6.07,0.0,9.2,0.0,31.956,0.0,-0.19708876393564365,-0.16436717458866637,2022-06-19
4296,花菜类,6.07,0.0,9.2,0.0,26.02,0.0,-0.45653753732584323,-0.16436717458866637,2022-06-20
4302,花菜类,5.91,0.0,7.2,0.0,22.014,0.0,-0.6316304932222616,-0.9601104572126777,2022-06-21
4308,花菜类,6.0,0.0,7.2,0.0,23.449,0.0,-0.5689099760701496,-0.9601104572126777,2022-06-22
4314,花菜类,5.97,0.0,7.2,0.0,14.583,0.0,-0.9564222444120483,-0.9601104572126777,2022-06-23
4320,花菜类,5.05,0.0,9.2,0.0,17.64,0.0,-0.8228078744231937,-0.16436717458866637,2022-06-24
4326,花菜类,5.19,0.0,8.0,0.0,22.426,0.0,-0.6136229301095996,-0.6418131441630731,2022-06-25
4332,花菜类,4.96,0.0,7.2,0.0,36.32,0.0,-0.006348459509290682,-0.9601104572126777,2022-06-26
4338,花菜类,4.94,0.0,7.2,0.0,21.772,0.0,-0.6422077511670777,-0.9601104572126777,2022-06-27
4344,花菜类,5.75,0.0,8.0,0.0,23.307,0.0,-0.575116466269174,-0.6418131441630731,2022-06-28
4350,花菜类,5.416461538461538,4.64,7.803076923076923,4.3,31.82,8.604,-0.20303300806992042,-0.720163251990668,2022-06-29
4356,花菜类,5.490394736842105,5.0200000000000005,7.778947368421053,4.3,42.053,5.475,0.24422765535695148,-0.7297637175057268,2022-06-30
4362,花菜类,5.897857142857143,5.13,8.985714285714284,4.3,28.213,0.684,-0.36068660066062963,-0.24962538344123947,2022-07-01
4368,花菜类,5.829270833333333,4.57,8.9625,4.8,51.302,4.549,0.6484799641652326,-0.2588616894002673,2022-07-02
4374,花菜类,6.104086021505377,0.0,9.655913978494624,0.0,47.944,0.0,0.501709583261545,0.017028068332076474,2022-07-03
4380,花菜类,6.27,0.0,10.0,0.0,27.955,0.0,-0.3719631814447725,0.1539301384609386,2022-07-04
4386,花菜类,5.872933333333334,0.0,9.306666666666668,0.0,42.64,0.0,0.2698840620247493,-0.1219275328487181,2022-07-05
4392,花菜类,5.907272727272728,4.73,9.272727272727272,4.8,29.201,1.985,-0.31750341533220694,-0.13543105522052065,2022-07-06
4398,花菜类,5.677931034482758,0.0,8.0,0.0,50.962,0.0,0.6336193538295407,-0.6418131441630731,2022-07-07
4404,花菜类,5.418775510204081,4.86,8.0,4.0,47.678,0.678,0.49008334105773865,-0.6418131441630731,2022-07-08
4410,花菜类,5.6,0.0,8.0,0.0,44.535,0.0,0.35271011080750325,-0.6418131441630731,2022-07-09
4416,花菜类,5.404428571428571,4.86,8.0,4.8,66.917,0.54,1.3309753476706179,-0.6418131441630731,2022-07-10
4422,花菜类,5.952950819672132,0.0,8.0,0.0,24.264,0.0,-0.5332882189419468,-0.6418131441630731,2022-07-11
4428,花菜类,5.675714285714285,4.69,8.0,4.738461538461538,56.26,8.318999999999999,0.8651826290015886,-0.6418131441630731,2022-07-12
4434,花菜类,5.913655913978495,5.17,8.0,4.8,44.4,2.035,0.34680957435068444,-0.6418131441630731,2022-07-13
4440,花菜类,6.2,0.0,10.0,0.0,34.033,0.0,-0.10630791785554847,0.1539301384609386,2022-07-14
4446,花菜类,6.2,0.0,10.0,0.0,30.18,0.0,-0.2747135991009055,0.1539301384609386,2022-07-15
4452,花菜类,6.12,0.0,10.0,0.0,59.714,0.0,1.0161489469412364,0.1539301384609386,2022-07-16
4458,花菜类,6.097380952380952,0.0,9.984126984126984,0.0,53.705,0.0,0.7535095130966087,0.14761471558297026,2022-07-17
4464,花菜类,5.63,0.0,10.0,0.0,43.19,0.0,0.29392328462660394,0.1539301384609386,2022-07-18
4470,花菜类,5.503698630136986,0.0,9.972602739726028,0.0,33.363,0.0,-0.13559206175235342,0.14302954554828118,2022-07-19
4476,花菜类,5.68,0.0,9.2,0.0,43.777,0.0,0.3195796912944018,-0.16436717458866637,2022-07-20
4482,花菜类,5.94,0.0,9.2,0.0,38.147,0.0,0.0735054672063249,-0.16436717458866637,2022-07-21
4488,花菜类,6.0,0.0,9.2,0.0,33.655,0.0,-0.12282941993464137,-0.16436717458866637,2022-07-22
4494,花菜类,6.0,0.0,9.2,0.0,45.47,0.0,0.3935767892306564,-0.16436717458866637,2022-07-23
4500,花菜类,5.63,0.0,9.2,0.0,45.96,0.0,0.41499355118503617,-0.16436717458866637,2022-07-24
4506,花菜类,6.2641011235955055,6.44,8.680898876404493,4.8,78.159,1.406,1.822337057652529,-0.3709027906405169,2022-07-25
4512,花菜类,6.032857142857143,0.0,8.802597402597401,0.0,73.97,0.0,1.6392455967813113,-0.32248239827889236,2022-07-26
